,text,noun,Nletters,frequency,synsets,labels
4961,cogitate,0,8,21,2,14.86
4962,cogitation,1,10,17,2,13.92
4963,cogito,1,6,39,1,17.6
4964,cognac,1,6,2241,1,14.16
4965,cognition,1,9,142,1,15.22
4966,cognitive,0,9,978,1,13.63
4967,cognizance,1,10,36,3,15.29
4968,cognizant,0,9,110,1,12.18
4969,cognomen,1,8,7,2,13.2
4970,cogwheel,1,8,24,1,12.15
4971,cohabitate,0,10,31,1,14.65
4972,cohabitation,1,12,128,1,12.82
4973,coherence,1,9,125,2,11.6
4974,coherency,1,9,9,2,14.35
4975,coherent,0,8,623,4,11.95
4976,cohesion,1,8,222,3,13.71
4977,cohesive,0,8,376,2,12.25
4978,cohort,1,6,157,3,15.21
4979,coif,1,4,45,4,16
4980,coiffeur,1,8,26,1,13.67
4981,coiffure,1,8,56,2,13.69
4982,coil,1,4,1228,9,9.67
4983,coin,1,4,8830,3,4.17
4984,coinage,1,7,104,3,10.62
4985,coincide,0,8,534,3,11.11
4986,coincidence,1,11,15318,3,9.95
4987,coincident,0,10,122,2,11.17
4988,coincidental,0,12,617,1,10.94
4989,coital,0,6,21,1,15.93
4990,coitus,1,6,285,1,15.35
4991,coke,1,4,10133,4,4.74
4992,cola,1,4,1648,7,4.33
4993,colander,1,8,125,1,9
4994,cold,0,4,99032,16,3.95
4995,coldblooded,0,11,43,1,8.95
4996,coldhearted,0,11,107,1,9.72
4997,coldness,1,8,388,3,6.89
4998,coleslaw,1,8,396,1,6.72
4999,coleus,1,6,2,1,14
5000,colic,0,5,361,1,13.06
5001,colicky,0,7,96,1,15
5002,coliseum,1,8,551,1,11.9
5003,colitis,1,7,115,1,17
5004,collaborate,0,11,864,2,11.84
5005,collaboration,1,13,1480,2,10.61
5006,collaborationist,1,16,17,1,14.28
5007,collaborative,0,13,236,1,12.33
5008,collaborator,1,12,647,3,11.63
5009,collage,1,7,441,2,8.33
5010,collagen,1,8,272,1,14.67
5011,collapse,0,8,6214,11,9.17
5012,collapsible,0,11,103,1,11.26
5013,collar,1,6,7290,12,6.56
5014,collarbone,1,10,505,1,8.89
5015,collard,1,7,306,1,12.43
5016,collarless,0,10,10,1,11.33
5017,collate,0,7,110,2,15.06
5018,collateral,1,10,2566,5,13.63
5019,collation,1,9,30,3,13.69
5020,colleague,1,9,9669,2,12.42
5021,collect,0,7,16907,8,5.61
5022,collectable,0,11,70,2,8.11
5023,collectible,0,11,182,2,8.32
5024,collection,1,10,14008,4,7.21
5025,collective,0,10,3216,4,9.81
5026,collector,1,9,4172,4,8
5027,college,1,7,53933,3,8.37
5028,collegial,0,9,43,2,16.33
5029,collegian,1,9,4,1,14.44
5030,collegiate,0,10,255,1,13.3
5031,collide,0,7,1027,3,9.79
5032,collie,1,6,361,1,7.05
5033,colliery,1,10,99,1,15.8
5034,collision,1,9,2556,3,9.05
5035,collodion,1,9,37,1,19
5036,colloquial,0,10,97,1,13.92
5037,colloquialism,1,13,52,1,14.76
5038,colloquium,1,10,74,2,14.14
5039,colloquy,1,8,17,2,13.92
5040,collude,0,7,102,1,14.33
5041,collusion,1,9,426,2,11.41
5042,collywobbles,1,12,26,1,12.17
5043,cologne,1,7,2491,2,8.26
5044,colon,1,5,1516,5,10.75
5045,colonel,1,7,48036,1,9.62
5046,colonial,0,8,1787,4,8.76
5047,colonialism,1,11,222,1,12.32
5048,colonialist,0,11,33,1,10.16
5049,colonic,0,7,197,2,14
5050,colony,1,8,5693,6,8.21
5051,colonist,1,8,109,1,10.74
5052,colonization,1,12,284,1,9.83
5053,colonize,0,8,251,2,9.72
5054,colonizer,1,9,24,1,9.84
5055,colonoscopy,1,13,342,1,15.76
5056,colophon,1,8,2,1,13.91
5057,color,1,5,32837,15,4
5058,colorable,0,9,10,1,8.06
5059,coloration,1,10,121,3,11.18
5060,coloratura,1,10,66,2,14.86
5061,colorblind,1,10,165,1,9.74
5062,colored,0,7,3446,11,5.95
5063,colorfast,1,9,3,1,13.33
5064,colorful,0,8,2328,3,4.89
5065,coloring,1,8,932,9,3.5
5066,colorist,1,8,64,1,12.65
5067,colorize,0,8,8,1,11.94
5068,colorless,0,9,200,2,6.81
5069,colossal,0,8,1563,1,9
5070,colossus,1,8,461,2,11.5
5071,colostomy,1,9,170,1,16.94
5072,colporteur,1,11,2,1,13.5
5073,colt,0,4,2840,2,8.98188
5074,coltish,0,7,9,1,14.31
5075,column,1,6,6088,9,7.56
5076,columnist,1,9,483,1,10.85
5077,com,1,3,3374,1,15.27
5078,coma,1,4,7770,3,10.83
5079,comatose,0,8,583,2,14.24
5080,comb,0,4,3715,8,5.5
5081,combat,1,6,9092,3,10.33
5082,combatant,1,9,219,2,11.89
5083,combative,0,9,246,3,11.74
5084,combativeness,1,13,6,1,12.11
5085,combination,1,11,8040,7,8.42
5086,combine,0,7,2624,10,7.47
5087,combo,1,5,1424,1,8.78
5088,combust,0,7,119,5,10.61
5089,combustible,0,11,254,2,10.89
5090,combustion,1,10,772,3,11.42
5091,comeback,1,8,2556,2,9.8
5092,comedian,1,8,3411,2,8.89
5093,comedic,0,7,272,1,10.94
5094,comedienne,1,10,78,2,11.09
5095,comedy,1,8,9514,2,8.11
5096,comedown,1,8,110,1,9.44
5097,comely,0,6,166,2,12.5
5098,comer,1,5,482,2,9.83
5099,comet,1,5,3980,1,8.16
5100,comeuppance,1,11,149,1,14.43
5101,comfy,0,7,2010,1,6.06
5102,comfit,1,6,8,2,14.8
5103,comfort,1,7,13536,9,7.29
5104,comfortable,0,11,30156,5,7.17
5105,comforter,1,9,289,4,8.61
5106,comforting,0,10,2603,4,8.67
5107,comfortless,0,11,22,1,9.89
5108,comfrey,1,7,26,2,17.2
5109,comic,0,5,7053,3,7
5110,comical,0,7,585,1,9.42
5111,comics,1,6,2816,2,5.89
5112,comida,1,6,47,1,15.56
5113,coming,0,6,389949,26,4.772365
5114,comma,1,5,872,2,7.47
5115,command,1,7,29479,12,8.67
5116,commandant,1,10,2408,1,11.72
5117,commandeer,0,10,329,1,11.88
5118,commander,1,9,36345,4,8.19
5119,commanding,0,10,3087,6,12.85
5120,commandment,1,11,836,2,7.58
5121,commando,1,8,1463,2,11.32
5122,commemorate,0,11,721,3,12
5123,commemoration,1,13,212,2,14
5124,commemorative,0,13,322,2,10.24
5125,commence,0,8,2513,3,11.37
5126,commencement,1,12,301,3,11.5
5127,commend,0,7,1147,5,10.81
5128,commendable,0,11,679,2,10.32
5129,commendation,1,12,542,2,12.39
5130,commendatory,0,12,5,1,11.71
5131,commensurate,0,12,123,1,13.69
5132,comment,1,7,11561,6,8.84
5133,commentary,1,12,1255,1,11.89
5134,commentate,0,10,11,2,11.94
5135,commentator,1,11,1665,2,10.84
5136,commerce,1,8,2173,3,13.44
5137,commercial,0,10,10539,4,6.17
5138,commercialism,1,13,81,1,13.95
5139,commercialization,1,17,33,1,14.65
5140,commercialize,0,13,28,2,14.05
5141,commie,1,6,911,1,12.69
5142,commingle,0,9,13,2,13.6
5143,comminuted,0,10,63,1,15.86
5144,commiserate,0,11,116,1,13
5145,commissar,1,9,818,1,13.62
5146,commissariat,1,12,70,1,17.2
5147,commissary,1,12,495,2,13.65
5148,commission,1,10,9616,12,14.72
5149,commissioner,1,12,13637,2,13.37
5150,commit,0,6,15921,6,10.06
5151,commitment,1,10,7523,5,9.33
5152,committable,0,11,6,1,13.56
5153,committal,1,9,134,2,12.94
5154,committee,1,9,15152,2,9.83
5155,committeewoman,1,14,2,1,13.75
5156,commode,1,7,253,2,10.56
5157,commodious,0,10,24,1,14.56
5158,commodity,1,11,1181,1,13.53
5159,commodore,1,9,1339,1,11.56
5160,common,0,6,36698,10,6.94
5161,commonality,1,13,282,2,13.21
5162,commoner,1,8,594,10,8.56
5163,commonness,1,10,3,4,12
5164,commonplace,0,11,545,4,10.17
5165,commonsense,0,11,51,1,9
5166,commonwealth,1,12,1677,4,11.94
5167,commotion,1,9,2352,3,9.62
5168,communal,0,8,927,2,12.33
5169,communalist,0,11,4,1,15.12
5170,commune,1,7,1387,4,12.05
5171,communicability,1,15,2,1,12.59
5172,communicable,0,12,109,2,12.39
5173,communicate,0,11,7505,7,7.63
5174,communication,1,13,9307,3,8.47
5175,communicational,0,15,4,1,13.72
5176,communicative,0,13,99,2,10.25
5177,communicator,1,12,804,1,9.68
5178,communion,1,9,2034,3,8.15
5179,communique,1,10,159,1,14.3
5180,communism,1,9,2080,2,11.74
5181,communist,0,9,6994,3,13.22
5182,communistic,0,11,37,1,13.79
5183,community,1,11,26540,6,7.28
5184,commutable,0,10,6,2,12.72
5185,commutation,1,11,48,4,11.82
5186,commutator,1,10,6,1,13.6
5187,commute,0,7,985,6,9.33
5188,commuter,1,8,355,2,12.45
5189,comp,1,4,748,1,16.47
5190,compact,1,7,1195,10,10.79
5191,compacted,0,9,135,4,11
5192,compactor,1,9,173,1,11
5193,company,1,9,108073,10,6.84
5194,companion,1,9,5978,4,9.58
5195,companionable,0,13,26,1,12.12
5196,companionship,1,13,1036,1,10.83
5197,companionway,1,12,22,1,12.58
5198,comparable,0,10,654,2,9.37
5199,comparative,0,11,407,3,11.94
5200,compare,0,7,7342,5,8.57
5201,comparison,1,10,3139,3,9.27
5202,compartment,1,11,3336,2,8.44
5203,compartmentalization,1,20,49,2,13.11
5204,compartmentalize,0,16,100,1,14.94
5205,compass,1,7,3297,7,8.44
5206,compassion,1,10,4681,2,9.05
5207,compassionate,0,13,1525,2,11.74
5208,compatibility,1,13,363,2,10.72
5209,compatible,0,10,1479,3,10.16
5210,compatriot,1,10,161,1,12.44
5211,compel,0,6,987,2,12.61
5212,compelling,0,10,2101,4,9.06
5213,compendium,1,10,108,2,12.57
5214,compensate,0,10,2053,6,11.6
5215,compensation,1,12,3312,3,11.8
5216,compensator,1,11,30,1,13.37
5217,compensatory,0,12,87,1,14.18
5218,compete,0,7,6863,1,6.94
5219,competence,1,10,501,1,12.58
5220,competency,1,10,261,1,10.95
5221,competent,0,9,2021,3,11.75
5222,competition,1,11,23805,4,7.85
5223,competitive,0,11,3677,3,9.06
5224,competitiveness,1,15,136,1,10.37
5225,competitor,1,10,1774,1,9.06
5226,compilation,1,11,192,2,13.56
5227,compile,0,7,379,3,10.79
5228,compiler,1,8,25,2,12.56
5229,complacency,1,11,233,1,13.5
5230,complacent,0,10,430,1,14.35
5231,complain,0,8,11112,2,7.28
5232,complainant,1,11,260,1,13.75
5233,complainer,1,10,80,1,7.59
5234,complaint,1,9,9162,5,7.84
5235,complement,1,10,648,7,10.22
5236,complementary,0,13,216,3,10.56
5237,complete,0,8,40210,10,6.58
5238,completeness,1,12,72,2,9.63
5239,completion,1,10,1314,2,8.56
5240,complex,0,7,11993,5,11.21
5241,complexion,1,10,1363,6,11.42
5242,complexity,1,12,1069,1,12.16
5243,compliance,1,10,670,3,13.48
5244,compliant,0,9,277,1,11.94
5245,complicate,0,10,1205,2,9.32
5246,complicated,0,11,23462,3,8.39
5247,complication,1,12,1003,5,9.5
5248,complicit,1,9,426,1,13.41
5249,complicity,1,10,563,1,13.67
5250,comply,0,8,1876,1,10.53
5251,compliment,1,10,6859,3,7.11
5252,complimentary,0,13,1094,2,10.33
5253,component,1,9,1642,3,10.78
5254,comport,0,7,56,2,14.38
5255,comportment,1,11,27,1,15.88
5256,compose,0,7,1221,6,9.16
5257,composer,1,8,1877,1,9.33
5258,composite,0,9,793,4,12.15
5259,composition,1,11,2217,9,9.44
5260,compositional,0,13,34,1,14.5
5261,compost,1,7,524,2,9.72
5262,composure,1,9,470,1,12.3
5263,compote,1,7,202,1,14
5264,compound,1,8,5508,11,11.26
5265,compounder,1,10,53,3,12.62
5266,comprehend,0,10,1691,3,11.16
5267,comprehensible,0,14,94,1,11.22
5268,comprehension,1,13,653,2,10.05
5269,comprehensive,0,13,1062,3,12.74
5270,comprehensiveness,1,17,6,2,12.83
5271,compress,1,8,581,3,10.33
5272,compressed,0,10,837,5,10.68
5273,compression,1,11,856,4,11.83
5274,compressor,1,10,403,1,12.32
5275,comprise,0,8,172,3,12.06
5276,compromise,0,10,5944,5,9.1
5277,compromiser,1,11,9,1,11.44
5278,controller,1,11,1655,3,10.32
5279,compulsion,1,10,857,3,14.05
5280,compulsive,0,10,984,3,12.79
5281,compulsiveness,1,14,6,1,11.44
5282,compulsory,1,12,764,1,12.16
5283,compunction,1,11,115,1,14.82
5284,compunctious,0,12,14,1,14.14
5285,computation,1,11,172,2,12.18
5286,computational,0,13,117,1,12.29
5287,compute,0,7,819,1,10.95
5288,computer,1,8,47672,2,9.7
5289,computerization,1,15,18,1,13.24
5290,computerize,0,11,18,3,12.17
5291,computerized,0,12,531,3,10.11
5292,computing,1,9,560,3,10.36
5293,comrade,1,7,13438,3,10.38
5294,comradeship,1,11,128,1,12.56
5295,con,1,3,8473,6,9.64
5296,concatenate,0,11,1,2,16.67
5297,concatenation,1,13,12,4,14.88
5298,concave,0,7,103,1,11.5
5299,conceal,0,7,2165,2,10.81
5300,concealable,0,11,20,1,11.11
5301,concealment,1,11,251,3,10.62
5302,concede,0,7,1032,4,12
5303,conceit,1,7,339,5,12.3
5304,conceited,0,9,963,1,12.06
5305,conceivable,0,11,634,1,11.5
5306,conceive,0,8,1449,3,10.39
5307,concentrate,0,11,12157,11,8.16
5308,concentration,1,13,4760,7,8.35
5309,concentrator,1,12,15,1,12.55
5310,concentric,0,10,149,1,12.08
5311,concept,1,7,9181,1,11.44
5312,conception,1,10,1389,4,11.28
5313,conceptual,0,10,347,1,13.28
5314,conceptualize,0,13,50,1,15.31
5315,concern,1,7,20376,7,7.42
5316,concerned,0,9,31047,5,8.79
5317,concerning,0,10,3789,2,8.445299
5318,concert,1,7,13801,3,8.95
5319,concerted,0,9,164,3,14.88
5320,concertina,1,10,141,3,13.4
5321,concerto,1,8,769,1,12.89
5322,concession,1,10,1074,3,9.33
5323,concessionary,0,13,5,1,14.43
5324,conch,1,5,373,1,10.5
5325,conchie,1,7,21,1,14
5326,concierge,1,9,1507,1,12.19
5327,conciliation,1,12,64,3,14.44
5328,conciliatory,0,12,62,2,14.21
5329,concise,0,7,338,1,12.6
5330,conclave,1,8,329,1,12.93
5331,conclude,0,8,2069,5,10.48
5332,conclusion,1,10,7018,9,9.44
5333,conclusive,0,10,1086,1,11.78
5334,concoct,0,7,212,4,10.76
5335,concoction,1,10,391,4,10.19
5336,concomitant,0,11,34,2,16.22
5337,concordance,1,11,22,3,14.54
5338,concourse,1,9,250,3,13.94
5339,concrete,0,8,6610,5,7.44
5340,concubine,1,9,1364,1,12.6
5341,concur,0,6,682,2,11.69
5342,concurrence,1,11,49,4,10.67
5343,concurrent,0,10,110,1,12.72
5344,concuss,0,7,7,2,13
5345,concussion,1,10,2812,2,10.8
5346,concussive,0,10,75,1,13.94
5347,condemn,0,7,2287,6,12.5
5348,condemnation,1,12,335,5,13.15
5349,condensates,1,11,12,2,11.06
5350,condensation,1,12,256,6,12.11
5351,condense,0,8,176,7,11.3
5352,condensed,0,9,404,7,12.06
5353,condenser,1,9,173,4,12.32
5354,condescend,0,10,193,4,11.8
5355,condescending,0,13,919,5,11.95
5356,condescension,1,13,120,3,14.07
5357,condiment,1,9,142,1,9.45
5358,condition,1,9,30624,13,8.42
5359,conditional,0,11,366,2,11.21
5360,conditioner,1,11,1317,3,7.68
5361,conditioning,1,12,2122,6,10.61
5362,condo,1,5,3005,1,11.68
5363,condole,1,7,27,1,14.75
5364,condolence,1,10,349,1,12.44
5365,condom,1,6,4078,1,12
5366,condominium,1,11,272,2,12.05
5367,condone,0,7,834,1,12.25
5368,condor,1,6,760,1,13.57
5369,conducive,0,9,300,1,13.61
5370,conduct,0,7,8352,8,8.58
5371,conduction,1,10,94,1,11
5372,conductive,0,10,105,1,11.61
5373,conductivity,1,12,73,1,14.15
5374,conductor,1,9,2802,4,7.44
5375,conduit,1,7,908,1,13.11
5376,cone,1,4,2089,5,4.67
5377,coned,0,5,26,3,11.2
5378,coney,0,5,883,4,12.3
5379,confab,1,6,67,3,16.18
5380,confabulation,1,13,20,2,14.71
5381,confection,1,10,99,3,10.14
5382,confectionary,0,13,73,1,13
5383,confectioner,1,12,99,1,13.13
5384,confectionery,1,13,112,3,12.74
5385,confederacy,1,11,511,4,11
5386,confederate,1,11,1159,7,10.1
5387,confederation,1,13,296,3,10.88
5388,confer,0,6,701,2,13.39
5389,conference,1,10,16610,3,9.39
5390,conferencing,1,12,59,1,13.22
5391,conferral,1,9,2,1,12.9
5392,confess,0,7,14303,3,7.11
5393,confessant,1,10,1,1,12.5
5394,confession,1,10,12702,5,8.55
5395,confessional,1,12,797,1,11.05
5396,confessor,1,9,899,2,11.37
5397,confetti,1,8,693,1,7.39
5398,confidant,1,9,409,1,9.61
5399,confide,0,7,1334,2,11.22
5400,confidence,1,10,16138,5,9.28
5401,confident,0,9,11399,3,9.58
5402,confidential,0,12,5120,4,11.78
5403,confidentiality,1,15,1705,2,12.57
5404,configuration,1,13,607,2,11.68
5405,configure,0,9,84,1,12.06
5406,confine,0,7,832,6,9.71
5407,confinement,1,11,1552,4,10.7
5408,confining,0,9,193,8,11.35
5409,confirm,0,7,12878,5,9.33
5410,confirmation,1,12,3986,5,9.05
5411,confiscate,0,10,1062,2,10.78
5412,confiscation,1,12,149,1,12.45
5413,confiscatory,0,12,2,1,13
5414,conflagration,1,13,127,1,15.6
5415,conflict,1,8,8125,9,9.58
5416,conflicting,0,11,606,4,11.52
5417,confluence,1,10,150,3,15.88
5418,confluent,0,9,13,2,15.92
5419,conflux,1,7,5,1,16
5420,conform,0,7,636,2,10.5
5421,conformable,0,11,12,3,12.78
5422,conformance,1,11,2,1,14.81
5423,conformation,1,12,38,3,11.79
5424,conformational,0,14,2,1,12.88
5425,conformism,1,10,37,1,12.83
5426,conformist,1,10,138,3,13.41
5427,conformity,1,10,253,5,14.56
5428,confound,0,8,507,2,12.41
5429,confounded,0,10,498,3,12.39
5430,confrere,1,8,6,1,14.8
5431,confront,0,8,4228,4,9.89
5432,confrontation,1,13,1855,5,8.58
5433,confrontational,0,15,244,1,11.56
5434,confuse,0,7,3343,5,6.33
5435,confused,0,8,21737,10,8.02275
5436,confuser,0,8,4,1,9.51473
5437,confusing,0,9,6410,7,6.95
5438,confusion,1,9,6054,5,9.94
5439,conga,1,5,519,3,13.65
5440,congeal,0,7,38,1,11.5
5441,congee,1,6,412,6,13.2
5442,congenial,0,9,177,2,12.59
5443,congenital,0,10,450,1,14.88
5444,congest,0,7,4,1,11.81
5445,congested,0,9,324,2,9.45
5446,congestion,1,10,396,2,10.2
5447,congestive,0,10,171,1,11.24
5448,conglomerate,1,12,453,4,13.28
5449,conglomeration,1,14,43,3,12.94
5450,congrats,1,8,3154,1,8.26
5451,congratulate,0,12,5432,4,9.57
5452,congratulation,1,14,553,2,7.89
5453,congratulations,1,15,50847,3,7.25
5454,congratulatory,0,14,137,1,11.67
5455,congregate,0,10,247,1,10.29
5456,congregation,1,12,2236,3,9.42
5457,congress,1,8,7060,4,9.05
5458,congressional,0,13,1135,1,12.53
5459,congressman,1,11,4645,1,9.35
5460,congresswoman,1,13,601,1,11.37
5461,congruent,0,9,79,2,13.89
5462,congruity,1,9,7,1,11.88
5463,conic,0,5,40,2,13
5464,conical,0,7,105,1,12.27
5465,conidial,0,8,1,1,14.43
5466,conjectural,0,11,25,1,14.21
5467,conjecture,1,10,707,4,13.11
5468,conjugal,0,8,641,1,16.87
5469,conjugate,0,9,112,8,12.5
5470,conjugation,1,11,34,6,12.17
5471,conjunction,1,11,634,6,9.67
5472,conjunctivitis,1,14,96,1,13.94
5473,conjuration,1,11,35,3,14.86
5474,conjure,0,7,828,3,11.37
5475,conjurer,1,8,139,2,12.15
5476,conk,0,4,174,5,9.07
5477,conman,1,6,238,1,12.11
5478,connect,0,7,9723,11,7.58
5479,connectedness,1,13,38,2,12
5480,connection,1,10,24450,9,8
5481,connective,0,10,112,3,11.78
5482,connectivity,1,12,135,1,10.44
5483,connector,1,9,222,1,8.95
5484,conniption,1,10,70,1,10.42
5485,connivance,1,10,39,2,14
5486,connive,0,7,41,2,12.2
5487,conniver,1,8,42,1,13.25
5488,connoisseur,1,11,637,1,14.28
5489,connotation,1,11,143,2,11.57
5490,connote,0,7,11,2,13.75
5491,connubial,0,9,37,2,16.67
5492,conquer,0,7,5253,3,10.06
5493,conquering,0,10,975,4,10
5494,conqueror,1,9,938,1,10.32
5495,conquest,1,8,2019,3,9.33
5496,conquistador,1,12,159,1,11.94
5497,conscience,1,10,11934,3,9.72
5498,conscientious,0,13,792,2,11.95
5499,conscientiousness,1,17,23,2,10.94
5500,conscious,0,9,5197,3,10.7
5501,consciousness,1,13,6735,2,9.74
5502,conscript,1,9,113,2,14.67
5503,conscription,1,12,194,1,13.08
5504,consecrate,0,10,228,5,11.88
5505,consecrated,0,11,465,6,11.12
5506,consecration,1,12,129,2,12.07
5507,consecutive,0,11,1011,4,10
5508,consensual,0,10,819,1,12.61
5509,consensus,1,9,1080,1,12.32
5510,consent,1,7,6513,2,9.95
5511,consenting,0,10,497,2,12.59
5512,consequence,1,11,2585,3,6.72
5513,consequent,0,10,60,1,10.9
5514,consequential,0,13,48,1,11.8
5515,conservancy,1,11,103,2,14.33
5516,conservation,1,12,1052,3,10.78
5517,conservationist,1,15,76,1,13.78
5518,conservatism,1,12,84,1,12.29
5519,conservative,0,12,3439,7,13.95
5520,conservatoire,1,13,98,1,13.67
5521,conservator,1,11,96,2,14.38
5522,conservatory,1,14,978,3,12.11
5523,conservatorship,1,15,32,1,16.5
5524,conserve,0,8,845,5,8.72
5525,consider,0,8,37165,9,9.33
5526,considerable,0,12,3083,1,10.42
5527,considerate,0,11,2280,1,8.22
5528,consideration,1,13,4470,6,9.5
5529,consign,0,7,150,3,13.28
5530,consignee,1,9,18,1,16.35
5531,consignment,1,11,708,3,14.53
5532,consignor,1,9,11,1,15
5533,consist,0,7,540,4,9.11
5534,consistence,1,11,7,2,10.95
5535,consistency,1,13,926,4,10.28
5536,consistent,0,10,5053,4,10
5537,consolation,1,11,2827,2,12.05
5538,console,0,7,2550,5,10.68
5539,consolidate,0,11,406,5,12.56
5540,consolidated,0,12,585,7,12.35
5541,consolidation,1,13,142,3,14.89
5542,consonant,1,9,145,4,8.82
5543,consort,0,7,1002,5,12.79
5544,consortium,1,9,489,1,15.55
5545,conspicuous,0,11,976,2,11.7
5546,conspiracy,1,12,8232,3,11.24
5547,conspirator,1,11,233,1,11.39
5548,conspiratorial,0,14,67,1,14.06
5549,conspire,0,8,547,2,11
5550,conspirer,1,9,1,1,13.12
5551,constable,1,9,6604,3,11.06
5552,constancy,1,9,167,3,11.95
5553,constant,0,8,8796,5,9.84
5554,constellation,1,13,1096,2,9.58
5555,consternation,1,13,118,1,16.87
5556,constipation,1,12,437,2,9.89
5557,constituency,1,14,533,1,14.59
5558,constituent,1,11,222,6,14.94
5559,constitute,0,10,635,4,12.7
5560,constitution,1,12,4446,5,9.05
5561,constitutional,0,14,1612,5,9.68
5562,constitutionality,1,17,30,1,12
5563,constrain,0,9,71,2,12.41
5564,constraint,1,10,176,3,11.05
5565,constrict,0,9,88,2,9.75
5566,constriction,1,12,103,4,11
5567,constrictive,0,12,21,2,10.42
5568,constrictor,1,11,177,1,11.44
5569,construct,0,9,1711,7,8.72
5570,construction,1,12,12705,7,7.67
5571,constructionist,1,15,6,1,14.61
5572,constructive,0,12,1116,2,9.37
5573,constructor,1,11,91,1,9.53
5574,construe,0,8,66,1,13.61
5575,consubstantiation,1,17,2,1,15
5576,consul,1,6,2193,1,13.16
5577,consular,0,8,148,1,15.54
5578,consulate,1,9,2024,1,14.33
5579,consult,0,7,4422,4,10.95
5580,consultant,1,10,3236,1,12.26
5581,consultation,1,12,1250,3,9.79
5582,consume,0,7,2113,6,11.47
5583,consumer,1,8,1803,1,11.21
5584,consumerism,1,11,230,2,14.05
5585,consummate,0,10,630,5,13.78
5586,consummation,1,12,197,2,13.65
5587,consumption,1,11,1966,4,11.95
5588,consumptive,0,11,78,3,12.47
5589,contact,1,7,51750,11,7.78
5590,contagion,1,9,547,3,11.62
5591,contagious,0,10,2680,2,8.17
5592,contain,0,7,5752,6,7.88
5593,containable,0,11,24,1,13.33
5594,container,1,9,3743,1,6.5
5595,containment,1,11,1656,3,11.28
5596,contaminant,1,11,110,1,12.22
5597,contaminate,0,11,550,2,10.9
5598,contamination,1,13,1180,3,11.44
5599,contaminative,0,13,1,1,14.8
5600,contemplate,0,11,980,4,10.58
5601,contemplation,1,13,397,2,11.82
5602,contemplative,0,13,155,2,13
5603,contemporary,1,14,1982,4,12.28
5604,contemporize,0,12,2,2,13.65
5605,contempt,1,8,3339,4,12.44
5606,contemptible,0,12,393,1,13.33
5607,contemptuous,0,12,173,1,13.47
5608,contend,0,7,795,6,12.42
5609,contender,1,9,802,1,12
5610,contending,0,10,87,6,12.07
5611,content,1,7,7459,10,8.37
5612,contention,1,10,582,3,12.78
5613,contentious,0,11,263,2,12.94
5614,contentment,1,11,402,1,10.72
5615,contents,1,8,3631,10,8.5
5616,contest,1,7,12826,3,7.44
5617,contestable,0,11,8,1,13.06
5618,contestant,1,10,2019,2,8.21
5619,contestation,1,12,7,1,12.19
5620,contester,1,9,3,1,11.59
5621,context,1,7,3474,2,10
5622,contextual,0,10,22,1,13.19
5623,contiguous,0,10,77,3,14.06
5624,continent,1,9,4293,4,8.35
5625,continental,0,11,1881,4,11.06
5626,contingency,1,13,905,2,14.06
5627,contingent,0,10,628,5,13.73
5628,continual,0,9,377,2,10.65
5629,continuance,1,11,468,3,12
5630,continuation,1,12,589,4,10.05
5631,continue,0,8,51279,10,7.53
5632,continuity,1,10,912,3,13.68
5633,continuous,0,10,1905,2,11.39
5634,continuum,1,9,861,1,14.35
5635,contort,0,7,44,1,10.44
5636,contortion,1,10,23,2,11.53
5637,contortionist,1,13,164,1,11.76
5638,contour,1,7,253,4,11.72
5639,contoured,0,9,34,1,14.39
5640,contra,1,6,238,1,15.31
5641,contraband,1,10,1021,2,13.11
5642,contraception,1,13,365,1,13.16
5643,contraceptive,0,13,247,2,14.06
5644,contract,1,8,25746,12,9.21
5645,contraction,1,11,694,4,12.89
5646,contractor,1,10,2720,4,10.16
5647,contractual,0,11,183,1,13.12
5648,contracture,1,11,19,1,13.22
5649,contradict,0,10,1078,4,10.89
5650,contradiction,1,13,1034,3,10.63
5651,contradictory,0,13,543,5,12.32
5652,contrail,1,8,34,1,15.62
5653,contraire,0,9,316,1,12.626574
5654,contraption,1,11,966,1,11.39
5655,contrapuntal,0,12,13,2,14.4
5656,contrary,1,10,8629,7,10.28
5657,contrariness,1,12,6,2,10.53
5658,contrast,1,8,2107,7,9.85
5659,contravene,0,10,40,2,17.33
5660,contravention,1,13,82,1,13.5
5661,contretemps,1,11,59,1,14.43
5662,contributable,0,13,1,1,12.47
5663,contribute,0,10,2822,4,9.37
5664,contribution,1,12,3229,5,11.25
5665,contributor,1,11,284,2,10.83
5666,contributory,0,12,47,1,13.71
5667,contrite,0,8,179,1,13.63
5668,contriteness,1,12,1,1,13.62
5669,contrition,1,10,307,1,13.5
5670,contrivance,1,11,62,6,14.06
5671,contrive,0,8,144,3,12.81
5672,contriver,1,9,6,1,15.15
5673,control,1,7,102782,19,7.26
5674,controllable,0,12,145,1,7.44
5675,controversial,0,13,2230,1,12.16
5676,controversy,1,13,1494,1,11.17
5677,contumely,1,9,18,1,13.25
5678,contusion,1,9,427,2,12.84
5679,conundrum,1,9,455,1,14.56
5680,convalesce,0,10,84,1,13.69
5681,convalescence,1,13,151,1,13.93
5682,convalescent,0,12,194,2,15.06
5683,convection,1,10,113,2,12.56
5684,convective,0,10,20,1,11.82
5685,convector,1,9,5,1,14.56
